tag	score	line	reasons
A	8	Knowledge solves ignorance. Wisdom solves foolishness.	len6+5/end.+2/capStart+1
A	8	Grandparents and grandchildren have a natural synergy.	len7+5/end.+2/capStart+1
A	8	Whoever curated the FIFA soundtracks deserves a raise.	len8+5/end.+2/capStart+1
A	8	The necessity of psychological safety when making art.	len8+5/end.+2/capStart+1
A	8	Most people will pollute your mind. Some will clean it.	len10+5/end.+2/capStart+1
A	8	Apply relevant books and heroes to your life situation.	len9+5/end.+2/capStart+1
A	8	Actionable insights bridge measurement and improvement.	len6+5/end.+2/capStart+1
A	8	To get good at most anything, simply do 100 reps of it.	len12+5/end.+2/capStart+1
A	8	Solve high quality problems with high quality solutions.	len8+5/end.+2/capStart+1
A	8	The true, the good, and the beautiful come as a package.	len11+5/end.+2/capStart+1
A	8	take your craft seriously, don't take your self seriously	len9+5/lowerStart-1/imp+4
A	8	The true, good, and beautiful come together as a package.	len10+5/end.+2/capStart+1
A	8	Don’t trust the light if there isn’t some darkness to it.	len11+5/end.+2/capStart+1
A	8	It’s in everyone’s best interest that you’re at your best.	len10+5/end.+2/capStart+1
A	8	Good ideas push out bad ones. The good washes out the bad.	len12+5/end.+2/capStart+1
A	8	If you aren’t open to being wrong, you’ll be forever lost.	len11+5/end.+2/capStart+1
A	8	Rejection hurts, but let’s be fair. You reject constantly.	len9+5/end.+2/capStart+1
A	8	If you want to strike a deal with someone, align interests.	len11+5/end.+2/capStart+1
A	8	Try and get paid for what you'd already be doing naturally.	len11+5/end.+2/capStart+1
A	8	“Books are made out of books.” Songs are made out of songs.	len12+5/end.+2/isAre+1
A	8	Do you understand the system at play? How the puzzle works?	len11+5/end?-2/capStart+1/imp+4
A	8	It’s about creating conditions where authenticity can flow.	len8+5/end.+2/capStart+1
A	8	You know you love something when you miss it when it’s gone.	len12+5/end.+2/capStart+1
A	8	Stories and mythologies allow humans to live multiple lives.	len9+5/end.+2/capStart+1
A	8	Subscribe for free to receive new posts and support my work.	len11+5/end.+2/capStart+1
A	8	If you don’t travel or do psychedelics, identity gets frozen.	len10+5/end.+2/capStart+1
A	8	Maybe perfectionists experienced conditional love growing up.	len7+5/end.+2/capStart+1
A	8	If you understand why, you can begin to positively intervene.	len10+5/end.+2/capStart+1
A	8	SELLING IS TRADING (in an ancient sense), but just in 2 steps.	len12+5/end.+2/capStart+1
A	8	Gemini should be embedded into basically every google product.	len9+5/end.+2/capStart+1
A	8	The good or service should do the distribution for itself too.	len11+5/end.+2/capStart+1
A	8	Instagram feels the most status-game-y, the most performative.	len8+5/end.+2/capStart+1
A	8	Even in hierarchies, if truth isn’t paramount, everyone loses.	len9+5/end.+2/capStart+1
A	8	There’s no sense playing an infinite game with finite players.	len10+5/end.+2/capStart+1
A	8	Ocean man led to Spongebob. Scott pilgrim led to Scott Pilgrim.	len11+5/end.+2/capStart+1
A	8	When you win a game, you must stop playing. Higher games await.	len12+5/end.+2/capStart+1
A	8	live so you like you. find people like you. they will like you.	len13+3/end.+2/lowerStart-1/imp+4
A	8	It’s helpful to “curate the room.” But this extends beyond art.	len11+5/end.+2/capStart+1
A	8	Airbnb was more of a cultural project than a technology project.	len11+5/end.+2/capStart+1
A	8	You're looking for high integrity high competence, and to be so.	len11+5/end.+2/capStart+1
A	8	The best relationships have a "mutual discovery" aspect to them.	len10+5/end.+2/capStart+1
A	8	Do not confuse the having mode vs. the being mode. "Be do have."	len13+3/capStart+1/imp+4
A	8	You don't need inflation if you can create credit out of nothing.	len12+5/end.+2/capStart+1
A	8	Catch early pokemon, level em up, catch cool later stage pokemon.	len11+5/end.+2/capStart+1
A	8	The moment someone makes you second-guess yourself, you shell up.	len10+5/end.+2/capStart+1
A	8	Phone, wallet, keys, will eventually be consolidated to one thing.	len10+5/end.+2/capStart+1
A	8	Compress ideas and actions into mantras for low bandwidth moments.	len10+5/end.+2/capStart+1
A	8	Fractals and beauty symbolically and aesthetically recalibrate you.	len8+5/end.+2/capStart+1
A	8	The wise internalizes the sage. The athlete internalizes the coach.	len10+5/end.+2/capStart+1
A	8	wait till you have pocket aces, then go all in. trust in your cards.	len14+3/end.+2/lowerStart-1/imp+4
A	8	Humans have a natural instinct for ethical symmetry and reciprocity.	len10+5/end.+2/capStart+1
A	8	The west has the best individuals. The east has the best collectives.	len12+5/end.+2/capStart+1
A	8	The spirit of america matters more than the manifestation of america.	len11+5/end.+2/capStart+1
A	8	be so good you cant be ignored. ignore so much only the good remains.	len14+3/end.+2/lowerStart-1/imp+4
A	8	The three primitives: the written word, the spoken word, the sung word.	len12+5/end.+2/capStart+1
A	8	It seems better to actually share what you think instead of performing.	len12+5/end.+2/capStart+1
A	8	Compress ideas and actions into mantras for those low bandwidth moments.	len11+5/end.+2/capStart+1
A	8	You should always feel comfortable to share a decision-option with peeps.	len11+5/end.+2/capStart+1
A	8	You can prompt the multiverse. it’s a perfectly trained infinite data set.	len12+5/end.+2/capStart+1
A	8	Subcommunication takes up a lot of the bandwidth of communication generally.	len11+5/end.+2/capStart+1
A	8	Evolution creates knowledge (encoded in DNA) through variation and selection.	len10+5/end.+2/capStart+1
A	8	Imagine your future grandchildren and speak to them when making life decisions.	len12+5/end.+2/capStart+1
A	8	Quantum mechanics, taken seriously, reveals a multiverse of parallel universes.	len10+5/end.+2/capStart+1
A	8	The difference isn’t the platform, it’s the audience, the quantity and quality.	len12+5/end.+2/capStart+1
A	8	stop pedestalizing people. 1) it prevents friendship. 2) it can hurt your agency.	len13+3/end.+2/lowerStart-1/imp+4
A	8	Dont consider God for epistemological reasons. Consider God for aesthetic reasons.	len11+5/end.+2/capStart+1
A	8	keep following your admiration for people, and it eventually becomes a circle jerk.	len13+3/end.+2/lowerStart-1/imp+4
A	8	The internet made the loneliness crisis. The internet solves the loneliness crisis.	len12+5/end.+2/capStart+1
A	8	Single photons interfere with invisible "shadow" photons that must exist somewhere.	len11+5/end.+2/capStart+1
A	8	Naval can be wrong, even though he speaks extremely authoritatively and persuasively.	len12+5/end.+2/capStart+1
A	8	Work on your craft. No one can take away what's in your head, and in your muscle-memory.	len17+1/end.+2/capStart+1/imp+4
A	8	don't have the perfect answer to the wrong question. don't play the wrong game really well.	len16+3/end.+2/lowerStart-1/imp+4
A	8	A quantum computer works because computations happen across parallel universes simultaneously.	len11+5/end.+2/capStart+1
A	8	Drop 1 human in a jungle and it’s prey. Drop 100 humans in a jungle and it’s the apex predator.	len20+1/end.+2/capStart+1/imp+4
A	8	But there’s something missing: the psychological conditions that make good epistemology possible.	len12+5/end.+2/capStart+1
A	8	Seek out eustress ala antifragile. Like cold water for dopamine-maxxing. Also eat eggs for tyrosine (dopamine precursor).	len17+1/end.+2/capStart+1/imp+4
A	8	Beware of static memes and people that champion static memes, people that employ coercion and violence to strangle freedom of expression.	len21+1/end.+2/capStart+1/imp+4
S	7	Why is the way.	len4+3/end.+2/capStart+1/isAre+1
S	7	It is the theory.	len4+3/end.+2/capStart+1/isAre+1
S	7	Follow the funny ;)	len4+3/endparen-1/capStart+1/imp+4
S	7	The UK is music OP.	len5+3/end.+2/capStart+1/isAre+1
S	7	We are as demi gods.	len5+3/end.+2/capStart+1/isAre+1
S	7	open source is goated	len4+3/lowerStart-1/isAre+1/imp+4
S	7	Aphex Twin is goated.	len4+3/end.+2/capStart+1/isAre+1
S	7	Punk rock is so cool.	len5+3/end.+2/capStart+1/isAre+1
S	7	Spotify is my tiktok.	len4+3/end.+2/capStart+1/isAre+1
S	7	Critiques are a gift.	len4+3/end.+2/capStart+1/isAre+1
S	7	Action is your shield.	len4+3/end.+2/capStart+1/isAre+1
S	7	Copying is a shortcut.	len4+3/end.+2/capStart+1/isAre+1
S	7	Life is comedy improv.	len4+3/end.+2/capStart+1/isAre+1
S	7	Life is a grand quest.	len5+3/end.+2/capStart+1/isAre+1
S	7	Death is a 1-way door.	len5+3/end.+2/capStart+1/isAre+1
S	7	Aphex Twin is timeless.	len4+3/end.+2/capStart+1/isAre+1
S	7	Names are life prompts.	len4+3/end.+2/capStart+1/isAre+1
S	7	There is no final song.	len5+3/end.+2/capStart+1/isAre+1
S	7	Suffering is always bad.	len4+3/end.+2/capStart+1/isAre+1
S	7	AI is tool not tool-user.	len5+3/end.+2/capStart+1/isAre+1
S	7	Songs are bottled qualia.	len4+3/end.+2/capStart+1/isAre+1
S	7	All puzzles are solvable.	len4+3/end.+2/capStart+1/isAre+1
S	7	Sparring is not fighting.	len4+3/end.+2/capStart+1/isAre+1
S	7	Stress is untaken action.	len4+3/end.+2/capStart+1/isAre+1
S	7	The family unit is sacred.	len5+3/end.+2/capStart+1/isAre+1
S	7	Life is beautiful as fuck.	len5+3/end.+2/capStart+1/isAre+1
S	7	A song is feeling bottled.	len5+3/end.+2/capStart+1/isAre+1
S	7	Kids are born enlightened.	len4+3/end.+2/capStart+1/isAre+1
S	7	Reality is the best teacher.	len5+3/end.+2/capStart+1/isAre+1
S	7	Life is ordered information.	len4+3/end.+2/capStart+1/isAre+1
S	7	Religions are lindy as fuck.	len5+3/end.+2/capStart+1/isAre+1
S	7	yes and no are life's levers.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	DNA is the immortal creature.	len5+3/end.+2/capStart+1/isAre+1
S	7	Every audience is a leads list	len6+5/capStart+1/isAre+1
S	7	Authorities are largely false.	len4+3/end.+2/capStart+1/isAre+1
S	7	Clean action is so satisfying.	len5+3/end.+2/capStart+1/isAre+1
S	7	The personal is the universal.	len5+3/end.+2/capStart+1/isAre+1
S	7	Death is somewhat an illusion.	len5+3/end.+2/capStart+1/isAre+1
S	7	The timeless is always timely.	len5+3/end.+2/capStart+1/isAre+1
S	7	We are still unlearning Covid.	len5+3/end.+2/capStart+1/isAre+1
S	7	we are unaware of 99% of life.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	there is so much life offline.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	Selling is just telling truths.	len5+3/end.+2/capStart+1/isAre+1
S	7	The super-organism is immortal.	len4+3/end.+2/capStart+1/isAre+1
S	7	Creativity, art, is non-linear.	len4+3/end.+2/capStart+1/isAre+1
S	7	an invisible man is a dead man.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	Science is the religion killer.	len5+3/end.+2/capStart+1/isAre+1
S	7	Be in service of perfection 🙇‍♂️	len6+5/capStart+1/imp+4/emoji-3
S	7	Cold emailing is an s tier skill	len7+5/capStart+1/isAre+1
S	7	your hometown is a local minima.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	A clear conscience is priceless.	len5+3/end.+2/capStart+1/isAre+1
S	7	Music is so healing what the fuck	len7+5/capStart+1/isAre+1
S	7	Traveling is great for life inspo	len6+5/capStart+1/isAre+1
S	7	What is the supply and demand tho	len7+5/capStart+1/isAre+1
S	7	Belief capital is underdiscussed.	len4+3/end.+2/capStart+1/isAre+1
S	7	the minecraft kids are waking up.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	God is optimism anthropomorphized.	len4+3/end.+2/capStart+1/isAre+1
S	7	God is infinity anthropomorphized.	len4+3/end.+2/capStart+1/isAre+1
S	7	Gratitude is the cheapest therapy.	len5+3/end.+2/capStart+1/isAre+1
S	7	there is a shortage of good music.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	Bad reviews are your sorted tickets	len6+5/capStart+1/isAre+1
S	7	"Hell yeah or no!" leads to heaven.	len7+5/end.+2
S	7	Music should make you stank face...	len6+5/end.+2/capStart+1/ellipsis-1
S	7	Prompting is positive sum gambling.	len5+3/end.+2/capStart+1/isAre+1
S	7	many things in life are reversible.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	every new day is an infinite reset.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	Relationships are always repairable.	len4+3/end.+2/capStart+1/isAre+1
S	7	Guilty pleasures are just pleasures.	len5+3/end.+2/capStart+1/isAre+1
S	7	memes are more malleable than genes.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	there is infinite room for greatness.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	I want the scales pulled off my eyes.	len8+5/end.+2/capStart+1/firstPers-1
S	7	you never know who is in the audience.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	A string of great days is a great life	len9+5/capStart+1/isAre+1
S	7	Problems are opportunities to improve.	len5+3/end.+2/capStart+1/isAre+1
S	7	A transaction is a mutual "thank you."	len7+5/capStart+1/isAre+1
S	7	Productive fun is absolutely possible.	len5+3/end.+2/capStart+1/isAre+1
S	7	all are given a name. few make a name.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	There are hidden economies everywhere.	len5+3/end.+2/capStart+1/isAre+1
S	7	I don’t work “hard”, I work diligently.	len7+5/end.+2/capStart+1/firstPers-1
S	7	all i wanna do is build bodies of work.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	preventing a good thing is a bad thing.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	everyone is capable of heaven and hell.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	women are constants. men are variables.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	we are monkeys living in the tech tree.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	an encouraging word is heard for miles.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	to an open mind, there are no hot takes.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	being and awareness are the first steps.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	the timeless things are worth repeating.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	through volume, your signature is known.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	in some ways, we are insanely primitive.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	throwing away ancient wisdom is foolish.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	Problem -&gt; Understanding -&gt; Action	len5+3/capStart+1/balance+3
S	7	I notice this gradient across platforms.	len6+5/end.+2/capStart+1/firstPers-1
S	7	Symbols are more powerful than mere words	len7+5/capStart+1/isAre+1
S	7	words are just one form of communication.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	life is infinite in its breadth and depth.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	eric jorgenson is the ryan holiday of tech.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	the only unforgivable thing is not forgiving.	len7+5/end.+2/lowerStart-1/isAre+1
S	7	if it does not break physics, it is possible.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	philosophy is annoying, unless it's relevant.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	you are someone’s society. be a good society.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	What is the 90/10 solution? The minimal answer	len8+5/capStart+1/isAre+1
S	7	20% of your days account for 80% of your life.	len10+5/end.+2
S	7	I feel bad for people that torture themselves.	len8+5/end.+2/capStart+1/firstPers-1
S	7	I respect follower quality more than quantity.	len7+5/end.+2/capStart+1/firstPers-1
S	7	the only thing you can change is here and now.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	maybe the body is the wisest part of the mind.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	virtue pointed in the wrong direction is vice.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	there is no free lunch, but cheap lunch exists.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	the todo-list is infinite, so sort by relevance.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	The shield is the coolest weapon / piece of gear	len10+5/capStart+1/isAre+1
S	7	There is only one truth, and maybe no-one has it	len10+5/capStart+1/isAre+1
S	7	I'm best in a rock band, not as a solo musician.	len11+5/end.+2/capStart+1/firstPers-1
S	7	I LOVE organizing a workspace / creative process.	len8+5/end.+2/capStart+1/firstPers-1
S	7	This is a public diary cause casts are baby essays	len10+5/capStart+1/isAre+1
S	7	If life is an open world rpg, most people are npcs	len11+5/capStart+1/isAre+1
S	7	There is no shame in attempting to solve a problem	len10+5/capStart+1/isAre+1
S	7	we are far from the platonic ideal of the internet.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	there are amazing things, out there in the unknown.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	anything done out of neediness is an instant regret.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	shipping is good. shipping is good. shipping is good.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	the only thing worth regretting is regretting itself.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	awareness, understanding, and action are all you need.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	openness is variation. conscientiousness is selection.	len6+5/end.+2/lowerStart-1/isAre+1
S	7	all it takes is one creation to point to the portfolio.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	some people are better at being themselves than others.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	The fastest way to do something is to not do it at all.	len13+3/end.+2/capStart+1/isAre+1
S	7	in living, there is nothing to lose, everything to gain.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	what you want is transformational truth, not mere truth.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	travel is great for breaking frames and time travelling.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	david senra is the aristotle that will create alexanders.	len9+5/end.+2/lowerStart-1/isAre+1
S	7	ChatGPT outputs feel so messy. I'll have to solve this...	len10+5/end.+2/capStart+1/ellipsis-1
S	7	Taleb was right about broad exposure and being a flaneur...	len10+5/end.+2/capStart+1/ellipsis-1
S	7	I'm interested in the intersection of software and bioware.	len9+5/end.+2/capStart+1/firstPers-1
S	7	optimism is not "glass half full," it's turning on the tap.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	Greed and selfishness in positive-sum games are a good thing	len10+5/capStart+1/isAre+1
S	7	it is in everyone's best interest that you are at your best.	len12+5/end.+2/lowerStart-1/isAre+1
S	7	all problems are explain-able. all solutions are creat-able.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	Just do what you think is right, and leave the rest to fate.	len13+3/end.+2/capStart+1/isAre+1
S	7	YouTube's "Watch later" is just like Spotify's "Liked songs."	len9+5/capStart+1/isAre+1
S	7	I'm really grateful for farcaster, it's been a release valve.	len10+5/end.+2/capStart+1/firstPers-1
S	7	dopamine is the first economy, the first and foremost budget.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	I like games that need wikis: w101, minecraft, terraria, life.	len10+5/end.+2/capStart+1/firstPers-1
S	7	lucid dreaming is yet another reason to look forward to sleep.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	Learning has no speed limit. “The standard pace is for chumps.”	len11+5/capStart+1/isAre+1
S	7	hidden between followers and following, are peer relationships.	len8+5/end.+2/lowerStart-1/isAre+1
S	7	every post is a commit to the collective consciousness codebase.	len10+5/end.+2/lowerStart-1/isAre+1
S	7	artist art audience fit is the same as founder product market fit.	len12+5/end.+2/lowerStart-1/isAre+1
S	7	if the attempt is noble, failure is more respected than not trying.	len12+5/end.+2/lowerStart-1/isAre+1
S	7	A sense of humor and persuasive voice is a great power of a leader.	len14+3/end.+2/capStart+1/isAre+1
S	7	Humans aren't meant to be alone. "One person is not enough people."	len12+5/capStart+1/isAre+1
S	7	Penguin cafe orchestra and this are great study/work albums/artists:	len9+5/capStart+1/isAre+1
S	7	Time heals because the person who was hurt is no longer that person.	len13+3/end.+2/capStart+1/isAre+1
S	7	every business is a lifestyle business. Elon has a Martian lifestyle.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	I like music, sport, and stories, all for the same reason. Symbolism.	len12+5/end.+2/capStart+1/firstPers-1
S	7	The physical manifestation is downstream of the memetics and knowledge	len10+5/capStart+1/isAre+1
S	7	Osmosis is important to expose yourself, expand your mind, and scenius	len11+5/capStart+1/isAre+1
S	7	X is for where your mind has been. IG is for where your body has been.	len16+3/end.+2/capStart+1/isAre+1
S	7	minimalism optimizes the past. what it’s missing is the great unknown.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	How does Parkinson's law work? I want to understand human psychology...	len11+5/end.+2/capStart+1/ellipsis-1
S	7	Everyone is given a name, few make a name. It's always possible though.	len13+3/end.+2/capStart+1/isAre+1
S	7	Calendly is more inviting than cal. I think it's because of the colors.	len13+3/end.+2/capStart+1/isAre+1
S	7	Do you have heroes that are younger than you and-or the opposite gender?	len13+3/end?-2/capStart+1/isAre+1/imp+4
S	7	body-wise, we are the same species. mind-wise, we are different species.	len11+5/end.+2/lowerStart-1/isAre+1
S	7	Whether the tide is high or low, the surfer always makes the correct move.	len14+3/end.+2/capStart+1/isAre+1
S	7	A stoic chops up life into days. The here and now is all that is relevant.	len16+3/end.+2/capStart+1/isAre+1
S	7	There is positive and negative peer pressure. Use your emotions as a guide.	len13+3/end.+2/capStart+1/isAre+1
S	7	Ovservations and explanations are deeply intertwined when in the flow state	len11+5/capStart+1/isAre+1
S	7	If there is even one counter example, then it wasn’t a sufficient variable.	len13+3/end.+2/capStart+1/isAre+1
S	7	There is no resource scarcity because there is no imagination / idea scarcity.	len13+3/end.+2/capStart+1/isAre+1
S	7	I think Thiel was right. Working relationships should ideally have a prehistory.	len12+5/end.+2/capStart+1/firstPers-1
S	7	You don’t know what you’ll think up tomorrow. Human creativity is unpredictable.	len12+5/end.+2/capStart+1/isAre+1/temporal-2
S	7	We infinitely lack and we infinitely have. Gratitude is just a shift in attention.	len14+3/end.+2/capStart+1/isAre+1
S	7	A bold colorful favicon.ico is enticing, like an attention economy good fishing bait.	len13+3/end.+2/capStart+1/isAre+1
S	7	With the best long youtube videos, you don't skim chapters. The whole thing is bliss.	len15+3/end.+2/capStart+1/isAre+1
S	7	Look to your heroes' heroes. Who influences the influencers? Who or what is upstream?	len14+3/end?-2/capStart+1/isAre+1/imp+4
S	7	no final truths. final truths are static traps. optimism via error-correction. anti-dogmatism.	len12+5/end.+2/lowerStart-1/isAre+1
S	7	Pink is a great color. Apparently was gender-associated in the 50s, but that’s quite arbitrary.	len15+3/end.+2/capStart+1/isAre+1
S	7	Authenticity > perfection. Perfection is an asymptote anyway. You can always be honest and authentic though.	len16+3/end.+2/capStart+1/isAre+1
S	7	Markets and entrepreneurship are the manifestations of popperian epistemology, problem-solving ethics, and artists’ aesthetics.	len14+3/end.+2/capStart+1/isAre+1
S	6	On X, I polish.	len4+3/end.+2/capStart+1
S	6	“no” is a skill.	len4+3/end.+2/isAre+1
S	6	My mom is a CEO.	len5+3/end.+2/capStart+1/isAre+1/firstPers-1
S	6	live in the limit	len4+3/lowerStart-1/imp+4
S	6	It's day 1 again.	len4+3/end.+2/capStart+1
S	6	It’s all for love.	len4+3/end.+2/capStart+1
S	6	Life can be short.	len4+3/end.+2/capStart+1
S	6	be a domain hoarder	len4+3/lowerStart-1/imp+4
S	6	Never be washed up.	len4+3/end.+2/capStart+1
S	6	It’s art all around.	len4+3/end.+2/capStart+1
S	6	.fun is an s tier tld	len6+5/isAre+1
S	6	You can’t escape you.	len4+3/end.+2/capStart+1
S	6	If it’s funny, say it.	len5+3/end.+2/capStart+1
S	6	You can always invert.	len4+3/end.+2/capStart+1
S	6	Right here, right now.	len4+3/end.+2/capStart+1
S	6	Time washes away much.	len4+3/end.+2/capStart+1
S	6	aim as high as you can.	len6+5/end.+2/lowerStart-1
S	6	Idea maze the universe.	len4+3/end.+2/capStart+1
S	6	Try it on. Demonstrate.	len4+3/end.+2/capStart+1
S	6	History never gets old.	len4+3/end.+2/capStart+1
S	6	Truth cannot be unseen.	len4+3/end.+2/capStart+1
S	6	take your mushrooms kids	len4+3/lowerStart-1/imp+4
S	6	When in doubt, subtract.	len4+3/end.+2/capStart+1
S	6	Cultures begin with one.	len4+3/end.+2/capStart+1
S	6	Every try is a success :)	len6+5/endparen-1/capStart+1/isAre+1
S	6	Memes and genes dovetail.	len4+3/end.+2/capStart+1
S	6	Our species is so cool :)	len6+5/endparen-1/capStart+1/isAre+1
S	6	I'll only labor for love.	len5+3/end.+2/capStart+1
S	6	Go to school on everyone.	len5+3/end.+2/capStart+1
S	6	Music can make the anime.	len5+3/end.+2/capStart+1
S	6	Singapore = lah lah land.	len5+3/end.+2/capStart+1
S	6	"the best part is no part"	len6+5/isAre+1
S	6	Answer the calls for help.	len5+3/end.+2/capStart+1
S	6	Don’t forget your freedom.	len4+3/end.+2/capStart+1
S	6	Point your mimesis wisely.	len4+3/end.+2/capStart+1
S	6	The world is your oyster ;)	len6+5/endparen-1/capStart+1/isAre+1
S	6	Story tell and world build.	len5+3/end.+2/capStart+1
S	6	Humans LOVE to reciprocate.	len4+3/end.+2/capStart+1
S	6	Trust-fall into each other.	len4+3/end.+2/capStart+1
S	6	You can reject the premise.	len5+3/end.+2/capStart+1
S	6	never let the fire die out.	len6+5/end.+2/lowerStart-1
S	6	Human minds made that jump.	len5+3/end.+2/capStart+1
S	6	Numbers add weight to words.	len5+3/end.+2/capStart+1
S	6	Humans converge on religion.	len4+3/end.+2/capStart+1
S	6	Clear priorities, and speed.	len4+3/end.+2/capStart+1
S	6	Problems won't last forever.	len4+3/end.+2/capStart+1
S	6	you can always do your best.	len6+5/end.+2/lowerStart-1
S	6	Spartan body, Athenian mind.	len4+3/end.+2/capStart+1
S	6	learn history, create history	len4+3/lowerStart-1/imp+4
S	6	And on that farm he had a cow	len8+5/capStart+1
S	6	"Your work is a tuning fork."	len6+5/isAre+1
S	6	If it repeats, pay attention.	len5+3/end.+2/capStart+1
S	6	Infinity begins here and now.	len5+3/end.+2/capStart+1
S	6	better to be wise than smart.	len6+5/end.+2/lowerStart-1
S	6	Trite but true: "you do you."	len6+5/capStart+1
S	6	"youth is wasted on the young"	len6+5/isAre+1
S	6	“Life is too short to say no.”	len7+5/isAre+1
S	6	teach to crystallize learnings	len4+3/lowerStart-1/imp+4
S	6	Optimal does not mean perfect.	len5+3/end.+2/capStart+1
S	6	Death clarifies. Memento mori.	len4+3/end.+2/capStart+1
S	6	fast and steady wins the race.	len6+5/end.+2/lowerStart-1
S	6	Hard does not mean impossible.	len5+3/end.+2/capStart+1
S	6	you can like kanye and taylor.	len6+5/end.+2/lowerStart-1
S	6	It reminds me of music-making.	len5+3/end.+2/capStart+1
S	6	PROTECT YOUR TIME. TIME IS LIFE	len6+5/capStart+1
S	6	The more bandwidth, the better.	len5+3/end.+2/capStart+1
S	6	Farcaster ui upgrade is cool :)	len6+5/endparen-1/capStart+1/isAre+1
S	6	Infinite puzzle, infinite flow.	len4+3/end.+2/capStart+1
S	6	fold. fold. fold. fold. all in.	len6+5/end.+2/lowerStart-1
S	6	notch made Minecraft in 6 days.	len6+5/end.+2/lowerStart-1
S	6	Get unleashed. Unblock the flow.	len5+3/end.+2/capStart+1
S	6	Help yourself, then help others.	len5+3/end.+2/capStart+1
S	6	This ZEC monies is quite nice :)	len7+5/endparen-1/capStart+1/isAre+1
S	6	We got to solve entropy in time…	len7+5/capStart+1
S	6	"There is pain in both options."	len6+5/isAre+1
S	6	"cash is king, passport is queen"	len6+5/isAre+1
S	6	too many referees spoil the game.	len6+5/end.+2/lowerStart-1
S	6	Combine manifestos and playbooks.	len4+3/end.+2/capStart+1
S	6	"The whole world is a classroom."	len6+5/isAre+1
S	6	sell to internet, buy from china.	len6+5/end.+2/lowerStart-1
S	6	a good reputation can take a hit.	len7+5/end.+2/lowerStart-1
S	6	a cup subtracts, by adding water.	len6+5/end.+2/lowerStart-1
S	6	we earn with virtue, open to all.	len7+5/end.+2/lowerStart-1
S	6	Polarize along authentic vectors.	len4+3/end.+2/capStart+1
S	6	Alright boys were aura maxxing now	len6+5/capStart+1
S	6	"in the dark all cats are grey" HA	len8+5/isAre+1
S	6	You can actually thread the needle	len6+5/capStart+1
S	6	dna test came back: 100% big bang.	len7+5/end.+2/lowerStart-1
S	6	Complex does not mean high-quality.	len5+3/end.+2/capStart+1
S	6	"Dancing is a poem with your body."	len7+5/isAre+1
S	6	nothing. trickle. tsunami. 0. 1. n.	len6+5/end.+2/lowerStart-1
S	6	the curious shall inherit the earth.	len6+5/end.+2/lowerStart-1
